label	replace by
Studies in Science Education	Sciences Scocial General
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION	Sciences Scocial General
ENVIRONMENTAL POLITICS	Sciences Scocial General
INFORMATION & MANAGEMENT	Sciences Scocial General
INFORMATION & MANAGEMENT	Sciences Scocial General
JOURNAL OF PEACE RESEARCH	Sciences Scocial General
WORK EMPLOYMENT AND SOCIETY	Sciences Scocial General
Information Communication & Society	Sciences Scocial General
Health Research Policy and Systems	Sciences Scocial General
CULTURAL GEOGRAPHIES	Sciences Scocial General
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS	Sciences Scocial General
Journal of Transport Geography	Sciences Scocial General
READING RESEARCH QUARTERLY	Sciences Scocial General
SCIENTOMETRICS	Sciences Scocial General
SCIENTOMETRICS	Sciences Scocial General
JOURNAL OF SOCIAL ISSUES	Sciences Scocial General
EUROPEAN URBAN AND REGIONAL STUDIES	Sciences Scocial General
ACCIDENT ANALYSIS AND PREVENTION	Sciences Scocial General
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH	Sciences Scocial General
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	Sciences Scocial General
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	Sciences Scocial General
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	Sciences Scocial General
International Journal of Hospitality Management	Sciences Scocial General
CITIES	Sciences Scocial General
Journal of Transport & Health	Sciences Scocial General
HEALTH PROMOTION INTERNATIONAL	Sciences Scocial General
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE	Sciences Scocial General
CURRENT ANTHROPOLOGY	Sciences Scocial General
HEALTH POLICY	Sciences Scocial General
HEALTH POLICY	Sciences Scocial General
AMERICAN JOURNAL OF HEALTH PROMOTION	Sciences Scocial General
JOURNAL OF WOMENS HEALTH	Sciences Scocial General
JOURNAL OF WOMENS HEALTH	Sciences Scocial General
International Perspectives on Sexual and Reproductive Health	Sciences Scocial General
HABITAT INTERNATIONAL	Sciences Scocial General
JOURNAL OF FLUENCY DISORDERS	Sciences Scocial General
JOURNAL OF FLUENCY DISORDERS	Sciences Scocial General
Distance Education	Sciences Scocial General
EDUCATIONAL EVALUATION AND POLICY ANALYSIS	Sciences Scocial General
JOURNAL OF PUBLIC HEALTH	Sciences Scocial General
JOURNAL OF PUBLIC HEALTH	Sciences Scocial General
REMEDIAL AND SPECIAL EDUCATION	Sciences Scocial General
JOURNAL OF HEALTH COMMUNICATION	Sciences Scocial General
Language Teaching	Sciences Scocial General
PROGRESS IN PLANNING	Sciences Scocial General
SOCIOLOGY OF EDUCATION	Sciences Scocial General
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	Sciences Scocial General
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	Sciences Scocial General
AMERICAN ANTIQUITY	Sciences Scocial General
SOCIOLOGY OF HEALTH & ILLNESS	Sciences Scocial General
REGIONAL STUDIES	Sciences Scocial General
CLIMATE POLICY	Sciences Scocial General
International Journal of Press-Politics	Sciences Scocial General
AMERICAN ETHNOLOGIST	Sciences Scocial General
Global Public Health	Sciences Scocial General
COMMUNICATION RESEARCH	Sciences Scocial General
JOURNAL OF EUROPEAN PUBLIC POLICY	Sciences Scocial General
International Political Sociology	Sciences Scocial General
Journal of Surgical Education	Sciences Scocial General
INTERNATIONAL STUDIES QUARTERLY	Sciences Scocial General
SOCIOLOGICAL THEORY	Sciences Scocial General
Research in Social & Administrative Pharmacy	Sciences Scocial General
Methodology-European Journal of Research Methods for the Behavioral and Social Sciences	Sciences Scocial General
QUALITATIVE INQUIRY	Sciences Scocial General
URBAN STUDIES	Sciences Scocial General
Nature + Culture	Sciences Scocial General
Journal of Mixed Methods Research	Sciences Scocial General
POPULATION AND DEVELOPMENT REVIEW	Sciences Scocial General
Socio-Economic Review	Sciences Scocial General
PUBLIC ADMINISTRATION	Sciences Scocial General
DISABILITY AND REHABILITATION	Sciences Scocial General
DISABILITY AND REHABILITATION	Sciences Scocial General
MATERNAL AND CHILD HEALTH JOURNAL	Sciences Scocial General
ANTIPODE	Sciences Scocial General
CBE-Life Sciences Education	Sciences Scocial General
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION	Sciences Scocial General
AFRICAN AFFAIRS	Sciences Scocial General
PUBLIC UNDERSTANDING OF SCIENCE	Sciences Scocial General
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV	Sciences Scocial General
AMERICAN JOURNAL OF INTERNATIONAL LAW	Sciences Scocial General
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE	Sciences Scocial General
Population Space and Place	Sciences Scocial General
UNIVERSITY OF CHICAGO LAW REVIEW	Sciences Scocial General
Journal of Physical Activity & Health	Sciences Scocial General
AJIDD-American Journal on Intellectual and Developmental Disabilities	Sciences Scocial General
Supreme Court Review	Sciences Scocial General
RESEARCH IN DEVELOPMENTAL DISABILITIES	Sciences Scocial General
JOURNAL OF MARRIAGE AND FAMILY	Sciences Scocial General
BRITISH JOURNAL OF SOCIOLOGY	Sciences Scocial General
LANGUAGE LEARNING	Sciences Scocial General
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH	Sciences Scocial General
JOURNAL OF AGING AND PHYSICAL ACTIVITY	Sciences Scocial General
JOURNAL OF AGING AND PHYSICAL ACTIVITY	Sciences Scocial General
Journal of the Association for Information Science and Technology	Sciences Scocial General
Journal of the Association for Information Science and Technology	Sciences Scocial General
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT	Sciences Scocial General
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT	Sciences Scocial General
JOURNAL OF WORLD PREHISTORY	Sciences Scocial General
BMC Medical Ethics	Sciences Scocial General
BMC Medical Ethics	Sciences Scocial General
JOURNAL OF POLITICS	Sciences Scocial General
Journal of Family Theory & Review	Sciences Scocial General
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE	Sciences Scocial General
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE	Sciences Scocial General
AGEING & SOCIETY	Sciences Scocial General
Noise & Health	Sciences Scocial General
COMMON MARKET LAW REVIEW	Sciences Scocial General
TEACHING AND TEACHER EDUCATION	Sciences Scocial General
SCIENCE COMMUNICATION	Sciences Scocial General
WOMENS HEALTH ISSUES	Sciences Scocial General
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY	Sciences Scocial General
Chemistry Education Research and Practice	Sciences Scocial General
Chemistry Education Research and Practice	Sciences Scocial General
VANDERBILT LAW REVIEW	Sciences Scocial General
SCIENCE EDUCATION	Sciences Scocial General
INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS	Sciences Scocial General
INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS	Sciences Scocial General
International Journal of the Commons	Sciences Scocial General
BioSocieties	Sciences Scocial General
Journal of Health Services Research & Policy	Sciences Scocial General
INDIANA LAW JOURNAL	Sciences Scocial General
ENVIRONMENT	Sciences Scocial General
ENVIRONMENT	Sciences Scocial General
JOURNAL OF ADDICTIVE DISEASES	Sciences Scocial General
THEORY AND SOCIETY	Sciences Scocial General
AMERICAN JOURNAL ON ADDICTIONS	Sciences Scocial General
SOCIAL SCIENCE RESEARCH	Sciences Scocial General
Developing World Bioethics	Sciences Scocial General
Developing World Bioethics	Sciences Scocial General
JOURNAL OF PLANNING LITERATURE	Sciences Scocial General
POLICY STUDIES JOURNAL	Sciences Scocial General
Sociological Methodology	Sciences Scocial General
JOURNAL OF MEDICAL ETHICS	Sciences Scocial General
JOURNAL OF MEDICAL ETHICS	Sciences Scocial General
International Journal of Sustainability in Higher Education	Sciences Scocial General
EUROPEAN SOCIOLOGICAL REVIEW	Sciences Scocial General
SOCIETY & NATURAL RESOURCES	Sciences Scocial General
EUROPEAN UNION POLITICS	Sciences Scocial General
BIOETHICS	Sciences Scocial General
BIOETHICS	Sciences Scocial General
European Management Review	Sciences Scocial General
JOURNAL OF MEDICAL SCREENING	Sciences Scocial General
LANGUAGE	Sciences Scocial General
Youth Violence and Juvenile Justice	Sciences Scocial General
POLITICAL BEHAVIOR	Sciences Scocial General
Journal of Environmental Policy & Planning	Sciences Scocial General
JOURNAL OF SECOND LANGUAGE WRITING	Sciences Scocial General
Journal of Travel & Tourism Marketing	Sciences Scocial General
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE	Sciences Scocial General
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE	Sciences Scocial General
PUBLIC HEALTH REPORTS	Sciences Scocial General
PUBLIC HEALTH REPORTS	Sciences Scocial General
SOCIAL FORCES	Sciences Scocial General
Language Acquisition	Sciences Scocial General
Current Issues in Tourism	Sciences Scocial General
Journal of Developmental Origins of Health and Disease	Sciences Scocial General
HASTINGS CENTER REPORT	Sciences Scocial General
HASTINGS CENTER REPORT	Sciences Scocial General
EARLY CHILDHOOD RESEARCH QUARTERLY	Sciences Scocial General
Health Reports	Sciences Scocial General
Health Reports	Sciences Scocial General
Review of Research in Education	Sciences Scocial General
AMERICAN ANTHROPOLOGIST	Sciences Scocial General
ADVANCES IN PHYSIOLOGY EDUCATION	Sciences Scocial General
Asia-Pacific Journal of Public Health	Sciences Scocial General
Asia-Pacific Journal of Public Health	Sciences Scocial General
Computer Assisted Language Learning	Sciences Scocial General
AMERICAN JOURNAL OF COMPARATIVE LAW	Sciences Scocial General
DEVELOPMENT AND CHANGE	Sciences Scocial General
Evaluation	Sciences Scocial General
American Journal of Mens Health	Sciences Scocial General
Substance Abuse Treatment Prevention and Policy	Sciences Scocial General
Global Health Action	Sciences Scocial General
Global Health Action	Sciences Scocial General
Journal of Environmental Planning and Management	Sciences Scocial General
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE	Sciences Scocial General
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY	Sciences Scocial General
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY	Sciences Scocial General
Learning Media and Technology	Sciences Scocial General
THEORY CULTURE & SOCIETY	Sciences Scocial General
HARVARD INTERNATIONAL LAW JOURNAL	Sciences Scocial General
JOURNAL OF FAMILY ISSUES	Sciences Scocial General
INJURY PREVENTION	Sciences Scocial General
INJURY PREVENTION	Sciences Scocial General
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY	Sciences Scocial General
Journal of Knowledge Management	Sciences Scocial General
JOURNAL OF CONFLICT RESOLUTION	Sciences Scocial General
JOURNAL OF COMPUTER ASSISTED LEARNING	Sciences Scocial General
ANTIQUITY	Sciences Scocial General
BMC Palliative Care	Sciences Scocial General
BMC Palliative Care	Sciences Scocial General
Qualitative Research	Sciences Scocial General
HEALTH EDUCATION RESEARCH	Sciences Scocial General
Society and Mental Health	Sciences Scocial General
ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY	Sciences Scocial General
SOCIAL & CULTURAL GEOGRAPHY	Sciences Scocial General
JOURNAL OF AGING AND HEALTH	Sciences Scocial General
ENVIRONMENT AND PLANNING D-SOCIETY & SPACE	Sciences Scocial General
JOURNAL OF PUBLIC HEALTH POLICY	Sciences Scocial General
JOURNAL OF PUBLIC HEALTH POLICY	Sciences Scocial General
PHILOSOPHY & PUBLIC AFFAIRS	Sciences Scocial General
ANTITRUST LAW JOURNAL	Sciences Scocial General
Journal of Interprofessional Care	Sciences Scocial General
Journal of Interprofessional Care	Sciences Scocial General
Quarterly Journal of Political Science	Sciences Scocial General
JOURNAL OF OCCUPATIONAL REHABILITATION	Sciences Scocial General
BRITISH JOURNAL OF CRIMINOLOGY	Sciences Scocial General
CURRENT SOCIOLOGY	Sciences Scocial General
JOURNAL OF LEARNING DISABILITIES	Sciences Scocial General
POLICY SCIENCES	Sciences Scocial General
JOURNAL OF EXPERIMENTAL EDUCATION	Sciences Scocial General
Archaeological and Anthropological Sciences	Sciences Scocial General
Archaeological and Anthropological Sciences	Sciences Scocial General
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY	Sciences Scocial General
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE	Sciences Scocial General
TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE	Sciences Scocial General
JOURNAL OF REGIONAL SCIENCE	Sciences Scocial General
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH	Sciences Scocial General
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH	Sciences Scocial General
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION	Sciences Scocial General
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE	Sciences Scocial General
Asian Women	Sciences Scocial General
International Health	Sciences Scocial General
International Health	Sciences Scocial General
INTERNATIONAL MIGRATION REVIEW	Sciences Scocial General
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	Sciences Scocial General
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	Sciences Scocial General
FORDHAM LAW REVIEW	Sciences Scocial General
JOURNAL OF LAW MEDICINE & ETHICS	Sciences Scocial General
JOURNAL OF LAW MEDICINE & ETHICS	Sciences Scocial General
Policing & Society	Sciences Scocial General
POPULATION AND ENVIRONMENT	Sciences Scocial General
HUMAN ECOLOGY	Sciences Scocial General
Archives of Environmental & Occupational Health	Sciences Scocial General
BMC International Health and Human Rights	Sciences Scocial General
Chinese Journal of International Politics	Sciences Scocial General
MINNESOTA LAW REVIEW	Sciences Scocial General
CULTURE HEALTH & SEXUALITY	Sciences Scocial General
JOURNAL OF CRIMINAL LAW & CRIMINOLOGY	Sciences Scocial General
JOURNAL OF INTERPERSONAL VIOLENCE	Sciences Scocial General
Journal of Immigrant and Minority Health	Sciences Scocial General
GEOGRAPHICAL ANALYSIS	Sciences Scocial General
Mobilities	Sciences Scocial General
COLLEGE & RESEARCH LIBRARIES	Sciences Scocial General
SECOND LANGUAGE RESEARCH	Sciences Scocial General
EPJ Data Science	Sciences Scocial General
EPJ Data Science	Sciences Scocial General
PUBLIC HEALTH	Sciences Scocial General
PUBLIC HEALTH	Sciences Scocial General
JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY	Sciences Scocial General
Chronic Diseases and Injuries in Canada	Sciences Scocial General
GEORGE WASHINGTON LAW REVIEW	Sciences Scocial General
Journal of English for Academic Purposes	Sciences Scocial General
HEALTH & SOCIAL CARE IN THE COMMUNITY	Sciences Scocial General
International Journal of Integrated Care	Sciences Scocial General
International Journal of Integrated Care	Sciences Scocial General
INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	Sciences Scocial General
INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	Sciences Scocial General
SUSTAINABLE DEVELOPMENT	Sciences Scocial General
Journal of Deaf Studies and Deaf Education	Sciences Scocial General
JOURNAL OF SCHOOL HEALTH	Sciences Scocial General
JOURNAL OF SCHOOL HEALTH	Sciences Scocial General
Intellectual and Developmental Disabilities	Sciences Scocial General
PUBLIC CULTURE	Sciences Scocial General
TRANSPORTATION	Sciences Scocial General
TRANSPORTATION	Sciences Scocial General
HEALTH RISK & SOCIETY	Sciences Scocial General
CHINA QUARTERLY	Sciences Scocial General
HOUSING POLICY DEBATE	Sciences Scocial General
Journal of Hospitality & Tourism Research	Sciences Scocial General
Transactions in GIS	Sciences Scocial General
HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW	Sciences Scocial General
JOURNAL OF ETHNIC AND MIGRATION STUDIES	Sciences Scocial General
THEORETICAL CRIMINOLOGY	Sciences Scocial General
Public Health Genomics	Sciences Scocial General
Public Health Genomics	Sciences Scocial General
STATISTICS IN MEDICINE	Sciences Scocial General
Critical Studies in Education	Sciences Scocial General
INTERNATIONAL AFFAIRS	Sciences Scocial General
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH	Sciences Scocial General
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH	Sciences Scocial General
LANGUAGE IN SOCIETY	Sciences Scocial General
SOCIAL SCIENCE COMPUTER REVIEW	Sciences Scocial General
SOCIAL SCIENCE COMPUTER REVIEW	Sciences Scocial General
AIDS EDUCATION AND PREVENTION	Sciences Scocial General
HEALTH & SOCIAL WORK	Sciences Scocial General
Transport Policy	Sciences Scocial General
MEDICC Review	Sciences Scocial General
MEDICC Review	Sciences Scocial General
ENVIRONMENT AND URBANIZATION	Sciences Scocial General
HEALTH CARE MANAGEMENT REVIEW	Sciences Scocial General
TESOL QUARTERLY	Sciences Scocial General
ETHICS	Sciences Scocial General
LINGUISTIC INQUIRY	Sciences Scocial General
JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE	Sciences Scocial General
Gaceta Sanitaria	Sciences Scocial General
Gaceta Sanitaria	Sciences Scocial General
POLITICAL COMMUNICATION	Sciences Scocial General
JOURNAL OF SAFETY RESEARCH	Sciences Scocial General
Biodemography and Social Biology	Sciences Scocial General
Politics	Sciences Scocial General
Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz	Sciences Scocial General
HARVARD JOURNAL OF LAW AND PUBLIC POLICY	Sciences Scocial General
Journal of Occupational Medicine and Toxicology	Sciences Scocial General
NOTRE DAME LAW REVIEW	Sciences Scocial General
JOURNAL OF COMMUNITY HEALTH	Sciences Scocial General
RESEARCH EVALUATION	Sciences Scocial General
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE	Sciences Scocial General
Climate and Development	Sciences Scocial General
HEALTH COMMUNICATION	Sciences Scocial General
WEST EUROPEAN POLITICS	Sciences Scocial General
INSTRUCTIONAL SCIENCE	Sciences Scocial General
ENVIRONMENT AND PLANNING A	Sciences Scocial General
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	Sciences Scocial General
SCIENCE AND ENGINEERING ETHICS	Sciences Scocial General
SCIENCE AND ENGINEERING ETHICS	Sciences Scocial General
Sexuality Research and Social Policy	Sciences Scocial General
LAND ECONOMICS	Sciences Scocial General
SOCIAL POLITICS	Sciences Scocial General
JOURNAL OF OCCUPATIONAL HEALTH	Sciences Scocial General
Language Teaching Research	Sciences Scocial General
SECURITY DIALOGUE	Sciences Scocial General
Health Care Management Science	Sciences Scocial General
Comunicar	Sciences Scocial General
JOURNAL OF AGING STUDIES	Sciences Scocial General
JOURNAL OF HEALTH POLITICS POLICY AND LAW	Sciences Scocial General
JOURNAL OF HEALTH POLITICS POLICY AND LAW	Sciences Scocial General
Journal of Maps	Sciences Scocial General
Journal of Maps	Sciences Scocial General
THIRD WORLD QUARTERLY	Sciences Scocial General
COASTAL MANAGEMENT	Sciences Scocial General
COASTAL MANAGEMENT	Sciences Scocial General
DYSLEXIA	Sciences Scocial General
POLITICS & SOCIETY	Sciences Scocial General
PUBLIC OPINION QUARTERLY	Sciences Scocial General
JOURNAL OF EUROPEAN SOCIAL POLICY	Sciences Scocial General
JOURNAL OF DEMOCRACY	Sciences Scocial General
British Journal of Politics & International Relations	Sciences Scocial General
YOUTH & SOCIETY	Sciences Scocial General
JOURNAL OF AMERICAN COLLEGE HEALTH	Sciences Scocial General
JOURNAL OF SPECIAL EDUCATION	Sciences Scocial General
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	Sciences Scocial General
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	Sciences Scocial General
Planning Theory	Sciences Scocial General
PROFESSIONAL GEOGRAPHER	Sciences Scocial General
Australian Occupational Therapy Journal	Sciences Scocial General
ELECTORAL STUDIES	Sciences Scocial General
QUALITATIVE HEALTH RESEARCH	Sciences Scocial General
GAIA-Ecological Perspectives for Science and Society	Sciences Scocial General
GAIA-Ecological Perspectives for Science and Society	Sciences Scocial General
